2025-04-27T16:48:35.866160,26.95,9.6,0.0,3D Fix,10,0
2025-04-27T16:48:41.761453,25.45,9.62,179.1496612576505,3D Fix,11,0
2025-04-27T16:48:42.126904,23.95,9.64,179.1496612576505,3D Fix,9,0
2025-04-27T16:48:42.476649,22.45,9.66,179.1496612576505,3D Fix,12,0
2025-04-27T16:48:42.853839,20.95,9.68,179.1496612576505,3D Fix,8,0
2025-04-27T16:48:43.157783,19.35,9.7,179.1496612576505,3D Fix,8,0
2025-04-27T16:48:43.470937,17.75,9.72,179.1496612576505,3D Fix,9,0
2025-04-27T16:48:43.804221,16.15,9.74,179.1496612576505,3D Fix,9,0
2025-04-27T16:48:44.158550,14.55,9.76,179.1496612576505,3D Fix,9,0
2025-04-27T16:48:44.681492,12.95,9.78,179.1496612576505,3D Fix,8,0
2025-04-27T16:48:45.564801,11.35,9.8,179.1496612576505,3D Fix,12,0
2025-04-27T16:48:46.571743,9.75,9.82,179.1496612576505,3D Fix,12,0
2025-04-27T16:48:46.955456,8.15,9.84,179.1496612576505,3D Fix,11,0
2025-04-27T16:48:47.226292,6.55,9.86,179.1496612576505,3D Fix,9,0
2025-04-27T16:48:47.492629,4.95,9.88,179.1496612576505,3D Fix,8,0
2025-04-27T16:48:47.819476,3.35,9.9,179.1496612576505,3D Fix,10,0
2025-04-27T16:48:48.125717,1.75,9.92,179.1496612576505,3D Fix,9,0
2025-04-27T16:48:48.509360,0.15,9.94,179.1496612576505,3D Fix,10,0
2025-04-27T16:48:48.805145,0.0,10.0,179.1496612576505,3D Fix,8,0
2025-04-27T16:49:02.787633,0.02,10.0,0.0,3D Fix,12,0
2025-04-27T16:49:03.904571,2.3,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:04.394196,3.28,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:04.823460,4.14,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:05.387433,5.27,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:06.185535,6.87,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:06.684921,7.87,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:07.050698,8.57,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:07.418057,9.34,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:07.771702,10.0,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:08.214672,10.0,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:08.632258,10.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:09.231314,11.12,10.0,0.0,3D Fix,12,0
2025-04-27T16:49:09.948175,12.63,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:10.600907,13.94,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:11.002898,14.74,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:11.425292,15.56,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:11.834525,16.4,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:12.187068,17.11,10.0,0.0,3D Fix,12,0
2025-04-27T16:49:12.548655,17.83,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:13.005827,18.75,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:13.474428,19.65,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:13.854172,20.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:14.231473,20.0,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:14.506843,20.0,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:14.856496,20.7,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:15.475074,21.94,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:16.152172,23.29,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:16.531289,24.05,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:16.928887,24.85,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:17.279494,25.55,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:17.633219,26.26,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:17.991161,26.98,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:18.364218,27.73,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:18.838033,28.66,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:19.225751,29.45,10.0,0.0,3D Fix,12,0
2025-04-27T16:49:19.623464,30.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:20.075550,30.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:20.370892,30.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:20.760509,30.78,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:21.228248,31.72,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:22.158436,33.56,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:23.396373,36.06,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:24.173481,37.61,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:24.549773,38.36,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:24.929468,39.12,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:25.332190,39.93,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:25.883117,40.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:26.252832,40.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:26.721912,40.9,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:27.066610,41.62,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:27.543434,42.57,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:27.993494,43.44,10.0,0.0,3D Fix,12,0
2025-04-27T16:49:28.629975,44.74,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:29.095298,45.67,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:29.642830,46.72,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:30.467053,48.42,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:30.999227,49.48,10.0,0.0,3D Fix,12,0
2025-04-27T16:49:31.776383,50.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:32.421676,50.0,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:32.882102,50.0,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:33.379449,50.99,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:33.912907,52.05,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:34.595203,53.42,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:35.146069,54.49,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:35.822875,55.87,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:36.237440,56.7,10.0,0.0,3D Fix,12,0
2025-04-27T16:49:37.411961,59.05,10.0,0.0,3D Fix,12,0
2025-04-27T16:49:38.349692,60.0,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:38.933580,60.0,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:39.353842,60.0,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:39.844918,61.02,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:40.301729,61.93,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:40.818122,62.96,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:41.223780,63.77,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:41.611786,64.55,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:41.941972,65.21,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:42.307708,65.94,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:42.784376,66.89,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:43.231989,67.79,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:43.704125,68.73,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:44.243741,69.79,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:44.851154,70.0,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:45.166177,70.0,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:45.612730,70.89,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:46.165004,71.99,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:47.064379,73.77,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:47.562470,74.78,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:48.778909,77.21,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:49.841752,79.34,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:50.559252,80.0,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:51.848813,80.0,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:57.597682,80.31,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:59.800631,85.22,10.0,0.0,3D Fix,9,0
2025-04-27T16:50:01.072757,87.61,10.0,0.0,3D Fix,9,0
2025-04-27T16:50:03.615771,90.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:50:05.010065,90.0,10.0,0.0,3D Fix,9,0
2025-04-27T16:50:05.757726,90.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:50:06.496371,91.52,10.0,0.0,3D Fix,8,0
2025-04-27T16:50:07.124739,92.76,10.0,0.0,3D Fix,9,0
2025-04-27T16:50:07.578921,93.69,10.0,0.0,3D Fix,12,0
2025-04-27T16:50:08.365149,95.26,10.0,0.0,3D Fix,9,0
2025-04-27T16:50:09.927419,98.32,10.0,0.0,3D Fix,11,0
2025-04-27T16:50:11.128319,100.0,10.0,0.0,3D Fix,11,0
2025-04-27T16:50:11.889001,100.0,10.0,0.0,3D Fix,12,0
